fix_time_utc,fix_ret_1s_bp,realized_volatility_5s_bp,realized_volatility_10s_bp,realized_volatility_20s_bp,realized_volatility_5s_pct,realized_volatility_10s_pct,realized_volatility_20s_pct,realized_volatility_5s_ann_pct,realized_volatility_10s_ann_pct,realized_volatility_20s_ann_pct,z5,z10,z20,zmax,spike_flag,reversal_2s,suspicious_flag,hour_utc,dow,is_weekend,volatility_quartile,volatility_decile
2026-04-07 14:30:00+00:00,0.0,0.0562832881086188,0.587134100455511,0.5185057344829908,0.0005628328810861,0.0058713410045551,0.0051850573448299,3.1606962760876307,32.97164446562629,29.11768660259756,0.4536267633871345,0.3396656013673303,0.241563029183334,0.3396656013673303,False,False,False,14,Tuesday,False,Q3 Med-High,D8
2026-04-07 14:35:00+00:00,0.3831569771860011,0.5887133256355286,0.6172577454087042,0.5984977884405253,0.0058871332563552,0.006172577454087,0.0059849778844052,33.06032889244857,34.66329567552005,33.609794216713,0.781504263316605,1.1755175680340433,1.0520628767513245,1.1755175680340433,False,False,False,14,Tuesday,False,Q4 High,D8
2026-04-07 14:45:00+00:00,0.0014705965607516,0.446635103248927,0.3822711009533072,0.435802630897698,0.0044663510324892,0.003822711009533,0.0043580263089769,25.081653098954646,21.467168778542163,24.4733347833069,0.7328762762152681,0.7600577552081766,0.4148155442818601,0.7600577552081766,False,False,False,14,Tuesday,False,Q3 Med-High,D7
2026-04-07 14:50:00+00:00,1.24210452601445,0.7217657146010289,0.5771099109061113,0.4607448197440804,0.0072176571460102,0.0057710991090611,0.0046074481974408,40.53214165356941,32.408716825037146,25.87401136162079,2.558529706838037,2.6760617776852618,3.093820032012328,3.093820032012328,False,False,False,14,Tuesday,False,Q3 Med-High,D8
2026-04-07 14:55:00+00:00,-2.3813979418190283,0.0012297428352022,0.3758458356403985,0.3152463109965688,1.2297428352022798e-05,0.0037584583564039,0.0031524631099656,0.0690585736971909,21.10634564915794,17.703262810344512,238.1691906582918,6.784699183351095,7.819169699245059,7.819169699245059,True,False,False,14,Tuesday,False,Q3 Med-High,D6
2026-04-07 15:00:00+00:00,-0.5423038246705416,0.4567609817817601,0.486413846066659,0.5462633663905803,0.0045676098178176,0.0048641384606665,0.0054626336639058,25.65029127995566,27.31550489611359,30.67646980008979,0.3085470734855808,0.8664945817477039,0.8914615100327027,0.8914615100327027,False,True,False,15,Tuesday,False,Q3 Med-High,D7
2026-04-07 15:05:00+00:00,-2.503202130138633,0.0006588145043645,0.1830878333692424,0.3201624171409002,6.588145043645886e-06,0.0018308783336924,0.003201624171409,0.0369969953880288,10.281649359403737,17.979336204515313,250.2907499335381,13.988361301928114,7.960263914602873,13.988361301928114,True,False,False,15,Tuesday,False,Q2 Med-Low,D5
2026-04-07 15:10:00+00:00,4.475910244577769,0.7195033955847168,0.5496619664582014,0.5824860643842968,0.0071950339558471,0.005496619664582,0.0058248606438429,40.40509677878561,30.86732472236993,32.71062506190817,5.964069589950722,8.126406640089767,7.354927213712249,8.126406640089767,True,False,False,15,Tuesday,False,Q3 Med-High,D8
2026-04-07 15:15:00+00:00,0.5022806266465482,1.1495354448409412,1.1349066032092998,0.8029717415908081,0.0114953544484094,0.0113490660320929,0.008029717415908,64.5543734532296,63.73286272025016,45.09242225777175,0.285910597340957,0.3045963346858938,0.576362311713978,0.576362311713978,False,False,False,15,Tuesday,False,Q4 High,D10
2026-04-07 15:20:00+00:00,-0.6377946532632514,0.3106401496972773,0.2248270109220272,0.4578793281982155,0.0031064014969727,0.0022482701092202,0.0045787932819821,17.44459496496857,12.625593139011112,25.713094173543627,1.5186224351902748,2.467541042586511,1.5917732843832872,2.467541042586511,False,False,False,15,Tuesday,False,Q2 Med-Low,D5
2026-04-07 15:25:00+00:00,0.0,0.5035210165473545,0.356043715125899,0.4656251465651394,0.0050352101654735,0.0035604371512589,0.0046562514656513,28.27619095141978,19.994319492334448,26.148075499089863,0.4472126426714058,0.3162265683737958,0.3674003915396255,0.3674003915396255,False,False,False,15,Tuesday,False,Q3 Med-High,D6
2026-04-07 15:30:00+00:00,0.0014665086446801,0.4145165036015345,0.6032132729894176,0.7047758689693163,0.0041451650360153,0.0060321327298941,0.0070477586896931,23.27797137192496,33.87460131939808,39.57804420077268,0.9905048429339428,0.1614214845931556,0.1235075323652053,0.1614214845931556,False,False,False,15,Tuesday,False,Q3 Med-High,D8
2026-04-07 15:35:00+00:00,-0.3007829232995568,0.1330434017109892,0.0940969912790498,0.7338737269266286,0.0013304340171098,0.0009409699127904,0.0073387372692662,7.471308064561355,5.284197493095633,41.21209036933191,2.710739895219517,3.516172102127974,0.2562299324616252,3.516172102127974,False,False,False,15,Tuesday,False,Q2 Med-Low,D4
2026-04-07 15:40:00+00:00,0.0,0.98388407215651,0.7693494858699447,0.5732018478038033,0.009838840721565,0.0076934948586994,0.005732018478038,55.2519020737668,43.20429983241676,32.18925202635051,0.8087714269418924,0.5444438625232192,0.4108498231413974,0.5444438625232192,False,False,False,15,Tuesday,False,Q4 High,D9
2026-04-07 15:45:00+00:00,0.0,1.3300539874819617,0.9810910817223236,0.7243180895933347,0.0133005398748196,0.0098109108172232,0.0072431808959333,74.69173935106289,55.09505632503506,40.67547517946063,0.5049675716537112,0.4624450660091989,0.4562597448070944,0.4624450660091989,False,False,False,15,Tuesday,False,Q4 High,D9
2026-04-07 15:50:00+00:00,0.1188950423194706,0.5010587491988603,0.3542899833485661,0.2546640823709407,0.0050105874919886,0.0035428998334856,0.0025466408237094,28.13791759354312,19.89583531196504,14.3011512626933,0.2091922742107055,0.0202814450111527,0.1936439941500565,0.1936439941500565,False,False,False,15,Tuesday,False,Q3 Med-High,D6
2026-04-07 15:55:00+00:00,-0.0014669640778971,0.4817547274980591,0.3573887039881018,0.4963792211135245,0.0048175472749805,0.003573887039881,0.0049637922111352,27.0538631334432,20.069849928295117,27.87512969521308,0.4720081874831196,0.5513111660553685,0.0317691893894442,0.5513111660553685,False,False,False,15,Tuesday,False,Q3 Med-High,D6
2026-04-07 16:00:00+00:00,0.0,0.4949136573181543,0.3342888379379888,0.3598760063640976,0.0049491365731815,0.0033428883793798,0.0035987600636409,27.792828142015686,18.77263252937888,20.20952917628329,0.1126333279812416,0.135595592018561,0.0385204814287756,0.135595592018561,False,False,False,16,Tuesday,False,Q3 Med-High,D6
2026-04-07 16:05:00+00:00,-2.2864429777460225,0.2588710189181848,0.1829357318979492,0.415256733385801,0.0025887101891818,0.0018293573189794,0.004152567333858,14.537399874411769,10.273107808793254,23.319540398916867,8.386565689848167,12.182390070378409,5.505918545857089,12.182390070378409,True,False,False,16,Tuesday,False,Q2 Med-Low,D5
2026-04-07 16:10:00+00:00,-0.001467634511704,0.0006563461073502,0.0009784230080746,0.0008247393965768,6.56346107350225e-06,9.784230080746842e-06,8.247393965768002e-06,0.036858377806978,0.0549452255186659,0.0463148267825502,0.1761161414264697,0.1467634511923783,0.1467634511868607,0.1467634511923783,False,False,False,16,Tuesday,False,Q1 Low,D3
2026-04-07 16:15:00+00:00,0.0,0.3626906730459105,0.2564750749083221,0.2410994416863065,0.0036269067304591,0.0025647507490832,0.002410994416863,20.36759219638377,14.402851031155253,13.539402780343629,0.4482224528299521,0.3174958264875525,0.1527458460512966,0.3174958264875525,False,False,False,16,Tuesday,False,Q2 Med-Low,D5
2026-04-07 16:20:00+00:00,-0.0073401999927923,0.259322804835557,0.1833190589031771,0.3454559416438668,0.0025932280483555,0.0018331905890317,0.0034545594164386,14.562770781382788,10.294634273906835,19.39974271224057,0.4189047506544289,0.2770714249782889,0.2793780449401566,0.2793780449401566,False,False,False,16,Tuesday,False,Q2 Med-Low,D5
2026-04-07 16:25:00+00:00,0.9427130556786752,0.59124297340836,0.5137962746952544,0.7030318208809213,0.0059124297340836,0.0051379627469525,0.0070303182088092,33.202386127625935,28.85321783196077,39.48010382657724,0.9516326709443892,0.9818464187148448,0.846940925049502,0.9818464187148448,False,False,False,16,Tuesday,False,Q3 Med-High,D7
2026-04-07 16:30:00+00:00,0.0,0.0837045467379767,0.0885749297949276,0.3469573098100915,0.0008370454673797,0.0008857492979492,0.0034695730981009,4.700589785297427,4.974095511571222,19.48405492873483,0.4471794790697239,2.719299468182407e-13,0.3890265936900975,0.3890265936900975,False,False,False,16,Tuesday,False,Q2 Med-Low,D4
2026-04-07 16:35:00+00:00,0.0,0.2749337594458331,0.2837757752218457,0.2123900322914031,0.0027493375944583,0.0028377577522184,0.002123900322914,15.43943395727348,15.935974356306629,11.927170687790191,0.4809907424581466,0.5737691602758044,0.3836528704607591,0.5737691602758044,False,False,False,16,Tuesday,False,Q3 Med-High,D6
2026-04-07 16:40:00+00:00,0.8210598189133114,0.0012245564757274,0.2599168217737674,0.4599439226261736,1.2245564757274152e-05,0.0025991682177376,0.0045994392262617,0.0687673237075489,14.596128944838185,25.829035443845484,82.07670939262675,2.716864050780058,1.4850091746905634,2.716864050780058,False,True,False,16,Tuesday,False,Q2 Med-Low,D5
2026-04-07 16:45:00+00:00,-0.0014636941275515,0.0006545839135092,0.199500476107114,0.2706415640956166,6.545839135092717e-06,0.0019950047610711,0.0027064156409561,0.0367594184231535,11.203332873739912,15.198397473522055,0.175643295306882,0.3235626182791299,0.3737459700505859,0.3737459700505859,False,True,False,16,Tuesday,False,Q2 Med-Low,D5
2026-04-07 16:50:00+00:00,-0.0014639709783566,0.5058971395767398,0.370768621113118,0.353980947633718,0.0050589713957673,0.0037076862111311,0.0035398094763371,28.409626709401977,20.8212249039324,19.878480817124345,0.4450428038645456,0.2459784525042837,0.1505482884406974,0.2459784525042837,False,False,False,16,Tuesday,False,Q3 Med-High,D6
2026-04-07 16:55:00+00:00,0.0,0.4698256597507224,0.3210383375580142,0.3145122779457394,0.0046982565975072,0.0032103833755801,0.0031451227794573,26.383963394582167,18.028525199926857,17.66204177283504,0.2850403003842136,0.2090284267926399,0.1516510586981576,0.2090284267926399,False,False,False,16,Tuesday,False,Q3 Med-High,D6
2026-04-07 17:00:00+00:00,0.0014656310601372,0.0010363576615592,0.0009770873736038,0.0008864214586161,1.03635766155924e-05,9.770873736038522e-06,8.864214586161811e-06,0.0581986573930027,0.054870220396541,0.0497787015905222,0.1465631060243614,0.1465631060244021,0.1538912613251274,0.1538912613251274,False,True,False,17,Tuesday,False,Q1 Low,D3
2026-04-07 17:05:00+00:00,-2.1981006859571504,0.3827210453515692,0.5377968072492579,0.3902560508098066,0.0038272104535156,0.0053779680724925,0.003902560508098,21.49243627146633,30.20101389037801,21.9155789927336,5.1492297703909005,4.229540906998522,5.803073994667362,5.803073994667362,True,True,True,17,Tuesday,False,Q3 Med-High,D8
2026-04-07 17:10:00+00:00,-1.2101787018472705,0.6441041979093316,0.6282579910409084,0.6465731391426895,0.0064410419790933,0.006282579910409,0.0064657313914268,36.17090984122304,35.28103562238773,36.30955798393805,2.658165402504399,2.176404957993569,1.7688308830547808,2.176404957993569,False,False,False,17,Tuesday,False,Q4 High,D8
2026-04-07 17:15:00+00:00,0.0,0.2245817992439352,0.1758522767611681,0.1278868881330964,0.0022458179924393,0.0017585227676116,0.0012788688813309,12.61182280568761,9.875322764155303,7.181734128657183,0.4472088442476103,0.4579120794028601,0.3148285289256168,0.4579120794028601,False,False,False,17,Tuesday,False,Q2 Med-Low,D5
2026-04-07 17:20:00+00:00,0.0014647841355087,0.1480975703345792,0.3150279643195193,0.5156573176558469,0.0014809757033457,0.0031502796431951,0.0051565731765584,8.31670385267434,17.691001132815742,28.95772827818473,0.5479546578833789,0.4384972574566776,0.2548374589935562,0.4384972574566776,False,True,False,17,Tuesday,False,Q3 Med-High,D6
2026-04-07 17:25:00+00:00,0.0,0.0006542488411969,0.0009752965896298,0.2588199372196292,6.542488411969176e-06,9.75296589629846e-06,0.0025881993721962,0.0367406017931116,0.0547696554788164,14.534531283399645,0.0292588977131575,1.7146863822139146e-11,0.4312273868872625,0.4312273868872625,False,False,False,17,Tuesday,False,Q1 Low,D3
2026-04-07 17:30:00+00:00,2.076832733788569,0.0010335643261906,0.2079948363964624,0.2932202761297113,1.0335643261906664e-05,0.0020799483639646,0.0029322027612971,0.0580417922738171,11.680350010380494,16.466348466493447,207.68327337886657,9.566867037756762,6.590259845804629,9.566867037756762,True,False,False,17,Tuesday,False,Q2 Med-Low,D5
2026-04-07 17:35:00+00:00,0.0,0.2167603376522178,0.3448128109152635,0.2497473493579207,0.0021676033765221,0.0034481281091526,0.0024974734935792,12.172593589391736,19.3636264694402,14.025042665505827,0.4472135954999531,0.4398822930114264,0.3036609804164734,0.4398822930114264,False,False,False,17,Tuesday,False,Q3 Med-High,D6
2026-04-07 17:40:00+00:00,0.1120490000471621,0.8118418727775243,0.7036393151644469,0.6901184202629219,0.0081184187277752,0.0070363931516444,0.0069011842026292,45.59054153175868,39.51421883627565,38.75492698249929,1.188889663375392,0.7654769906055637,0.3441012972647544,0.7654769906055637,False,False,False,17,Tuesday,False,Q4 High,D8
2026-04-07 17:45:00+00:00,0.0,1.004675796170409,0.6855293894040166,0.5968661396992824,0.010046757961704,0.0068552938940401,0.0059686613969928,56.41950131809931,38.49722112994496,33.51816584400001,0.0324568076503408,0.0407708028906005,0.0897582395156189,0.0897582395156189,False,False,False,17,Tuesday,False,Q4 High,D8
2026-04-07 17:50:00+00:00,-0.0014547683772203,0.0007968095146325,0.2999091900706839,0.3118339509148996,7.968095146325657e-06,0.0029990919007068,0.0031183395091489,0.0447463705530146,16.84197729158096,17.511635168015093,0.203667577090829,0.3216161831064452,0.4843196708604558,0.4843196708604558,False,True,False,17,Tuesday,False,Q3 Med-High,D6
2026-04-07 17:55:00+00:00,0.0,0.3698930588922308,0.5063134143385175,0.9033756271812776,0.0036989305889223,0.0050631341433851,0.0090337562718127,20.772056023718783,28.433003419142903,50.73079552903642,0.4481958737445104,0.1956168986767251,0.1392356013875259,0.1956168986767251,False,False,False,17,Tuesday,False,Q3 Med-High,D7
2026-04-07 18:00:00+00:00,0.0014554808809237,0.0010291804007142,0.0009703205865388,0.3953800618396789,1.0291804007142717e-05,9.703205865388543e-06,0.0039538006183967,0.0577956045084338,0.0544902184564245,22.20332768555152,0.1455480880881415,0.1455480880881771,0.0333155822914003,0.1455480880881771,False,False,False,18,Tuesday,False,Q1 Low,D3
2026-04-07 18:05:00+00:00,0.0014561626954292,0.3472763454263565,0.3776444502511796,0.3959003285613193,0.0034727634542635,0.0037764445025117,0.0039590032856131,19.50197098726933,21.207350311349,22.232544263774308,0.4419695235997898,0.4654498551360391,0.0161838164844782,0.4654498551360391,False,True,False,18,Tuesday,False,Q3 Med-High,D6
2026-04-07 18:10:00+00:00,0.0,0.3934382128949191,0.3191541563431548,0.3358868680064455,0.0039343821289491,0.0031915415634315,0.0033588686800644,22.094279423897326,17.922715380539845,18.862372980873115,0.877612735864405,0.5413962740076048,0.373876613593296,0.5413962740076048,False,False,False,18,Tuesday,False,Q3 Med-High,D6
2026-04-07 18:15:00+00:00,0.0,0.0012187763270769,0.0010748596872677,0.0009997921135416,1.218776327076926e-05,1.0748596872677117e-05,9.997921135416574e-06,0.0684427283448974,0.0603608126857735,0.056145248728796,0.0291343267133215,0.0145671633662583,0.0072835816927078,0.0145671633662583,False,False,False,18,Tuesday,False,Q2 Med-Low,D3
2026-04-07 18:20:00+00:00,1.6998257755935977,0.0015957362862724,0.0010748485696302,0.0881142760596925,1.59573628627242e-05,1.0748485696302622e-05,0.0008811427605969,0.0896116397447431,0.0603601883534634,4.94822661523536,169.95344353398596,169.9680105466729,18.98447463531153,169.9680105466729,True,True,True,18,Tuesday,False,Q2 Med-Low,D3
2026-04-07 18:25:00+00:00,0.9565371961034592,0.0012200223404323,0.3126598081450402,0.4114065909616979,1.2200223404323386e-05,0.0031265980814504,0.0041140659096169,0.0685127006209451,17.558012768891004,23.103328247295853,95.6828837224332,2.7431282788071,1.9434222066870133,2.7431282788071,False,False,False,18,Tuesday,False,Q3 Med-High,D6
2026-04-07 18:30:00+00:00,0.0014567774480329,0.0012188274584094,0.0009711849650739,0.1273662984566829,1.2188274584094954e-05,9.71184965073972e-06,0.0012736629845668,0.068445599723203,0.0545387592952575,7.152499414288075,0.1748132937706512,0.1456777448066443,0.2350383731269828,0.2350383731269828,False,True,False,18,Tuesday,False,Q1 Low,D3
2026-04-07 18:35:00+00:00,-1.8253261875097235,0.0010291729101956,0.0009703135245189,0.3310362592072173,1.0291729101956744e-05,9.703135245189166e-06,0.0033103625920721,0.0577951838639577,0.0544898218751146,18.589977716067487,182.5326187509544,182.5326187509544,5.537059501390858,182.5326187509544,True,False,False,18,Tuesday,False,Q1 Low,D3
2026-04-07 18:40:00+00:00,-0.001457868441211,0.4280050954848559,0.4719085092179804,0.3250942450612799,0.0042800509548485,0.0047190850921798,0.0032509424506127,24.03544918759563,26.500929811720216,18.25629248525297,0.6547158510306709,0.0611689939091177,0.046638840317784,0.0611689939091177,False,True,False,18,Tuesday,False,Q3 Med-High,D7
2026-04-07 18:45:00+00:00,0.0,0.0006526494729615,0.0010768166925722,0.1508706472769356,6.526494729615741e-06,1.0768166925722964e-05,0.0015087064727693,0.0366507861942826,0.0604707120819593,8.472431320978883,0.0291873717399063,0.0145936858439785,0.3820606710420912,0.3820606710420912,False,False,False,18,Tuesday,False,Q2 Med-Low,D3
2026-04-07 18:50:00+00:00,-1.2822310253219156,0.5734320770419012,0.4054782216695966,0.2867167482150046,0.005734320770419,0.0040547822166959,0.00286716748215,32.20218099194502,22.77040926948746,16.10113035020685,2.6832772214693184,3.4784953974752235,4.695723514478524,4.695723514478524,True,False,False,18,Tuesday,False,Q3 Med-High,D7
2026-04-07 18:55:00+00:00,-1.47240143163672,0.0010338316472577,0.0009747058236805,0.0376237974224109,1.0338316472577048e-05,9.74705823680574e-06,0.0003762379742241,0.0580568042023931,0.0547364798808964,2.112836694540583,147.24014316366,147.24014316366004,38.9133438729862,147.24014316366004,True,True,True,18,Tuesday,False,Q1 Low,D3
2026-04-07 19:00:00+00:00,-2.2970812994527567,0.001222427177016,0.0010780794348943,0.2096107978072688,1.2224271770160694e-05,1.078079434894391e-05,0.0020961079780726,0.0686477488437875,0.0605416238053007,11.771097430886208,229.7373515439626,229.7227407446161,10.944154906257552,229.7227407446161,True,False,False,19,Tuesday,False,Q2 Med-Low,D3
2026-04-07 19:05:00+00:00,-0.001461057519567,0.7062520074484975,0.6579151453074131,0.4674294206675022,0.0070625200744849,0.0065791514530741,0.004674294206675,39.66093959567451,36.94649015071235,26.249397980913848,0.6999772868324242,0.2260540243002273,0.1217398326901879,0.2260540243002273,False,False,False,19,Tuesday,False,Q4 High,D8
2026-04-07 19:10:00+00:00,-0.8025661655429532,0.2462933202996828,0.1859926975038809,0.2282478445705176,0.0024629332029968,0.0018599269750388,0.0022824784457051,13.83107502166806,10.444777590916676,12.81769663077998,2.809886782858672,4.100481070458856,3.2062495239270854,4.100481070458856,True,False,False,19,Tuesday,False,Q2 Med-Low,D5
2026-04-07 19:15:00+00:00,0.0,2.1464288328827936e-08,0.0008291974282969,0.3012893689047642,2.1464288328827936e-10,8.29197428296922e-06,0.0030128936890476,1.2053683867735637e-06,0.0465651761265557,16.919483888082468,0.0,0.0146076448792987,0.0732121042576209,0.0732121042576209,False,False,False,19,Tuesday,False,Q1 Low,D2
2026-04-07 19:20:00+00:00,-1.3733961547878573,1.683417265031692,1.3705451455714146,1.3690712482386185,0.0168341726503169,0.0137054514557141,0.0136907124823861,94.5355337168459,76.96559819777465,76.88282865875779,1.22812173615243,1.225550221953509,1.3111227239177967,1.3111227239177967,False,False,False,19,Tuesday,False,Q4 High,D10
2026-04-07 19:25:00+00:00,-1.0553206683282128,0.000651835472666,1.042707614956642,0.8216026904190805,6.5183547266605625e-06,0.0104270761495664,0.0082160269041908,0.0366050744423712,58.555251236947406,46.13867901640064,105.5612178013563,1.3523933790185914,1.6257964274695795,1.6257964274695795,False,True,False,19,Tuesday,False,Q4 High,D9
2026-04-07 19:30:00+00:00,-3.304596788328689,1.5685176362644428,1.050631337607027,0.7247875908611479,0.0156851763626444,0.0105063133760702,0.0072478759086114,88.0831241122819,59.000223119640026,40.70184092600216,1.9835685757275408,3.053335100735895,4.492613157125945,4.492613157125945,True,False,False,19,Tuesday,False,Q4 High,D9
2026-04-07 19:35:00+00:00,0.001459949177116,0.0006529091207373,0.0006882266421627,0.0005752702879911,6.529091207373795e-06,6.882266421627678e-06,5.7527028799117776e-06,0.0366653672144337,0.0386486905454097,0.0323054092626677,0.1751939012537039,0.1459949177114184,0.1532946635970665,0.1532946635970665,False,True,False,19,Tuesday,False,Q1 Low,D1
