quartile,n,avg_vol,min_vol,max_vol,spike_pct,suspicious_pct
Q1 Low,397,0.04573923432943841,1.975189577528435e-05,0.057800553059670925,13.602015113350127,3.5264483627204033
Q2 Med-Low,396,5.027490624279662,0.057808139570921416,13.282144329879902,12.373737373737374,3.535353535353535
Q3 Med-High,396,21.192842068290002,13.29003421323461,29.837503873557168,15.909090909090908,5.05050505050505
Q4 High,396,57.17342038025918,29.913168271478842,302.8861358165975,7.575757575757576,1.5151515151515151
